Can you estimate how much you eat | Do you know how much you eat | How much can you eat | How much do you eat | How much food do you eat normally	I think I eat an average amount. Maybe on the lower side since I know I get full pretty quickly
Do you eat boogies | Do you eat your boogers | Do you like to consume your boogers | Do you like to eat the gold from your nose | Is consuming your boogers something you do	Yuck that's gross, definitely not
Are you consuming ginger in your meals | Do you like ginger | Do you like to eat ginger | Have you drank ginger tea or ate ginger in the past | Is ginger in your diet	I've eaten ginger before
Did overeat recently | Do you find yourself overindulging in food | Do you have trouble with overeating | Have you been binge eating | How often do you binge eat | How often have you over eat | Do you often overeat	I can move my neck with no problem
Do you find yourself not having much of an appetite | Do you have a sudden loss of food craving recently | Do you have less of a demand to eat | Do you have poor appetite recently | Do you not crave food these days | Have you had a poor appetite recently | Have you been dealing with a loss of hunger | OK, and how has your appetite been? | OK, and how about your appetite, has this changed at all?	I can move my shoulders normally
Are the things you eat really salty | Do you eat a lot of salty foods | Do you have a lot of salt in your foods | Do you think you eat too much salt | Do you think you have a lot of salt in your foods | Does your diet contain a lot of sodium	I would say I have a normal amount of salt everyday
Are you eating a lot of spicy foods | Can you eat hot and spicy foods | Do you like eating spicy foods | Do you regularly eat spicy foods | Does your diet consist of any spicy foods	I do like spicy foods, but I don't eat them regularly 
Any changes in your digestive system | Did you notice any problems with your digestion | Do you have any problems with your digestion | Have you had any issues digesting | Have you had any issues digesting food | Have you had any problems digesting your food | Have you noticed anything wrong with your digestion | Do you have any history of problems with your digestive system?	I haven't noticed any problems with my digestion
Any discomfort | Can you tell me more about your discomforts | Do you feel any discomfort | Do you have any discomfort | Do you have discomfort | How comfortable do you feel | How discomfortable is it | Is it uncomfortable	It is quite uncomfortable
Can you explain this disease | Can you tell me what a headache is | Tell me what a headache is | What is a brain tumor | What is a migraine	Why am I explaining that? Aren't you the doctor?
Have you been screened for any diseases | Have you ever had disease screening | Have you had disease screening | To your knowledge have you been screened for any disease | When was the last time you've been screen for diseases	I haven't been screen for any diseases
Did you dislocate any part of your body | Do you have a history of dislocations | Have you ever dislocated a part of your body | Have you ever had a dislocation | What part of your body have you dislocated	I haven't dislocated anything before
Are you dizzy right now | Are you feeling dizzy | Do you ever feel as if your are dizzy | Do you feel dizzy | Do you get dizzy | Do you have any dizziness | Would you say that you are dizzy | OK, and have you been feeling dizzy at all or have you fainted? | Have you been feeling dizzy at all | Have you had any dizziness?	I definitely feel dizzy
Do you feel dizzy for a long time | Do you feel fizzy for a short time | For how long do you get dizzy | How long do you feel dizzy | How long does your dizziness last	I still feel a little dizzy right now. It's been happening for hours now
Can you tell me when the last time you felt you were dizzy | Do you remember the last time you got dizzy | When did you last feel dizzy | When did you last get dizzy | When was the last time you felt dizzy	I still feel a little dizzy right now
Are you feeling dizzy all the time | Do you feel dizzy often | Do you get dizzy all the time | Do you normally get dizzy | How often do you get dizzy	I don't get dizzy very often
Are there certain actions that cause you to feel dizzy | Are you able to recall what you were doing before you felt dizzy | Can you tell me what could have caused dizziness | What led to you feeling dizzy | What were you doing before you felt dizzy	I was on a run
Are there any medications that you take that alleviate dizziness | Are you prescribed any medications for your dizziness | Do you take any medications when you feel dizzy | What medications do you use for your dizziness | When you feel dizzy, are there any medications you use to alleviate it	I don't take any medications when I feel dizzy
Do you feel dizzy when you exercise | Do you normally feel dizzy when you exercise | Do you normally feel dizzy when you run | Does exercise cause you to feel dizzy | Have you ever felt dizzy when you exercise	I normally don't every get dizzy when I exercise
Do you have a history of feeling this dizzy | Does dizziness occur in the past | Has dizziness been a recurring problem before | Have you felt dizzy like this in the past | Was dizziness prevalent in your life before	I've had this only once before but it wasn't this bad. It just went away after a little time
Have you seen a doctor recently | What was the most recent time you've seen a doctor | When was the last time you went to a doctor | When was the last time you went to the doctor | When was the last time you were seen by a doctor | When was your last doctor visit	You're the first doctor I've seen about this
Did you see other doctors about this | Have you been diagnosed already | Have you been diagnosed recently | Have you been treated by another doctor | Have you gone to another doctor to treat your headache | Have you seen other doctors before | Have you seen your primary care physician | Have you visited other hospitals about this | What have other doctors said	You're the first doctor I've seen about this. But I did get a routine health checkup recently about 6 months ago
Are you experiencing any domestic abuse | Do you have to deal with any abuse at home | Do you have to deal with any domestic abuse | In the last year, has your partner or FOB physically threatened or tried to hurt you | Is your spouse any family members physically abusing you | When your home, do you experience domestic abuse	I'm not experiencing any domestic abuse
Can you tell me what your favorite drink is | Do you have a favorite drink | Do you have a strong liking to any particular drink | Is there a drink that's your favorite | What is your favorite drink	I really enjoy drinking coffee. I have it every morning
Do you find driving difficulty | Do you have a difficult time driving | Do you have difficulty driving | Have you had any difficulty driving | Is there anything that makes driving difficult for you | What makes driving difficult for you	I still can drive pretty well. My dizziness is just mildly annoying when I drive
Did you drive here | Did you drive to get here | How did you get here | How did you get to this hospital | What mode of transportation did you use to get here	I drove here
Alright, how about any allergies to medications | Are you allergic to any drugs | Do you have any drug allergies | Is there a certain drug that you are allergic to | Is there any drugs that you're allergic to | To your knowledge, are you allergic to any drugs | What drugs are you allergic to | OK, and do you have any allergies to any medications at all?  | Alright, how about any allergies to medications?  | OK. Do you have any allergies to any medications? | OK, and any allergies at all? | OK, and any allergies to medications?	I don't have any drug allergies that I know of
Any more allergies | Any other allergies | Any thing else for allergies | Can you tell me if you have any more allergies | Do you have any other drug allergies | Is there anything else you are allergic to	It's just the peanuts that I'm allergic to
Are you high on drugs | Are you high right now | Are you on something right now | Did you just smoke something | Do you ever get high | Have you recently smoked something | Have you recently taken any drugs	I'm not high on anything. I don't do any recreational drugs
About how often do you illegally do drugs | Any drug abuse? I won't write this down | Approximately how much do you do those drugs | Did you take any illicit drugs | Do you do any drugs | Do you do any drugs? This won't go on record | Do you do any illicit drugs | Do you do any non medical drugs | Do you do any non prescription drugs | Do you take any recreational drugs | Do you use any illicit drugs | Have you taken any illicit drugs | How much do you do them per week | How often | How often do you do these drugs | Is that it are you on any illicit drugs | Specifically, what illicit drugs do you do | Uh, how much marijuana would you smoke per per week | What do you do | What drugs do you abuse | What kind of drugs | What kind of drugs do you do | Uh, how much marijuana would you smoke per per week?  | OK, and do you use any recreational drugs like marijuana?  | OK, um, and you consume any illicit drugs? | OK, and do you use recreational drugs?	I don't do any drugs
Approximately how much do you smoke | Are you a smoker | Do you consider yourself a smoker | Do you currently smoke | Do you smoke | Do you smoke cigarettes | Do you smoke cigarettes, cigars or vape pens | Do you smoke tobacco | Do you use any tobacco | Do you vape or smoke e-cigs | How many packs of cigarettes do you smoke | How much do you smoke | How much do you smoke per week | How often | How often do you smoke | Is it cigarettes or chewing tobacco or vape | OK, and how much do you smoke | OK, sounds like a pretty stressful job or that it can be. Do you smoke cigarettes | What do you smoke | What kind of smoke do you use | What kind of tobacco do you do | What type of smoking do you do | OK. And do you smoke cigarettes at all?  | OK, and how much do you smoke? | OK, how much do you smoke on an average day? | I'm going to ask you few more questions about your lifestyle in general. Do you smoke cigarettes? | How much do you smoke on average?	I don't smoke
After or while you eat, do you get any cramps | Do you cramp after or while you eat | Do you feel as if you get cramps after or while you eat | Have you ever cramped up while eating | How often do you get cramps after or while you eat	I don't get cramps after I eat, unless I immeadiately go and exercise
Do you get really sweaty while you eat | Do you sweat a lot while you eat | Do you sweat excessively after or while you eat | Have you ever gotten really sweatty after or while you eat | Have you ever sweated a lot while you eat	I don't get sweaty when I eat
Are you feeling weak when you go out to eat | Do you feel weak after you eat | Do you feel weak while or after you eat | Do you feel weak while you eat | Do you have dumping syndrome	I don't feel weak after I eat
Do you ever feel as if your ear is blocked | Do you feel something in your ear | Do you think your ear is blocked | Does it feel as if something is blocking your ear | Have you ever felt the sensation as if something is blocking your ear	My ear isn't blocked by anything
Can you tell me how you clean your ears | Do you clean inside your ears | Do you clean the outsides of your ears | Do you use Q-tips to clean your ears | How do you clean the canal of your ears | How do you clean your ears | Is there anything that you use to clean out your ears | What do you use to clean your ears	I haven't cleaned out the insides of my ears out in a long time. But I clean the outsides of my ear when I'm in the shower
Did you clean the insides of your ears | Do you clean the insides of your ears | Do you use a bulb syringe to clean your ears | Do you use a q tip to clean the inside of your ears | Do you use hydrogen peroxide to clean your ears | Have you used a saline flush to clean your ears recently | How do you clean the insides of your ears	I would use a q tip to clean the insides of my ears
Do you use a cloth for the helix of your ears | Do you use a q tip for the outside of your ears | How do you clean the helix of your ears | How do you clean the outsides of your ears | How do you wash your ears	I usually clean them with water when I shower
Do you feel the sensation of anything draining from your ears | Has anything been leaking out of your ears | Have you felt anything drip out of your ears | Have you noticed any drainage from your ears | Is there any liquid that comes out of your ears	I haven't noticed any liquids coming out of my ears
Can you describe the drainage from your ears | Can you describe to me what yoru ear drainage looks like | Can you tell me what the drainage from your ears looks like | How would you describe what the drainage from your ears look like | What does your ear drainage look like	I haven't noticed any liquids coming out of my ears
Any liquids in your ears | Are you noticing any fluids in you ears | Do you frequently get fluid in your ears | Do you have fluid in your ears | Have you had a history of having fluid in your ears	I don't have any fluid in my ear
Do you have a hobby that is loud and noisy | Do you have any noisy hobbies or home activites | Do you like to do anything that involves loud noises | Is there any activities that you do that are loud and noisy | What do you like to do that involves loud noises	I don't have any hobbies that involve loud noises
Do you have an ear infection | Do you think you have an infection in your ear | Have you ever had an ear infection | Is this your first time having an ear infection | Why do you think you have an ear infection	I don't have an ear infection
Do you work in a noisy work environment | Does your job require you to be around loud noises | Does your occupation involve loud noises | Is your job noisy | Is your occupation in a loud or noisy environment	I don't work around any loud noises at work
Do have any pain in one or both ears | Do you have any ear pain | Does your ear cause you any pain | Have you ever felt pain in one or both of your ears | Have you had any ear pain | Is your ear causing you pain | Is your ear painful	My ears are fine. They don't hurt or anything
Can you describe the pain in your ears | Can you tell me more about the pain in your ears | Describe the pain in your ears for me | How would you describe the pain from your ears | Tell me how you would describe your ear pain	I don't have any pain in my ears
Does the pain in your ear last for a long time | Does the pain in your ear last for a short time | Does your ear hurt for a period of time | Does your ear pain last for a certain amount of time | How long does the pain in your ear last	I don't have any pain in my ears
Are you able to tell me when you ear first started to hurt | Can you remember when your ear pain first began | Do you know when the pain in your ears first started | Do you remember whne your ear pain first started | When did the pain in your ears start	I don't have any pain in my ears
Can you rate the pain in your ears on a scale of 0-10 | Can you rate your pain in your ear | Can you tell me how painful your ears are on a scale of 0 to 10 | How painful is the pain in your ears on a scale of 0 to 10 | On a scale of 0-10 how painful is the pain in your ears	I don't have any pain in my ears
Do you feel any pressure in your ears | Do you feel as if your ears have any pressure | Do you have any feelings of ear pressure | Do your ears feel any pressure | Is there any pressure in your ears	I don't feel any ear pressure
Do you protect your ears with any ear protection or ear plugs | Do you protect your ears with anything | Do you wear any ear protection | Do you wear ear protection or ear plugs | Do you wear protection for your ears	I haven't really needed to where any ear protection
Are you experiencing any ringing in your ears | Do you feel as if you hear any ringing coming from your ears | Do you have ringing in your ears | Do you hear ringing in your ears | Do your ears ring | Have you had any ringing in your ears | Have you noticed any ringing of your ears	I don't have any ringing in my ears
Are you ringing ears getting better | Does anything make the ringing in your ears better | Is the ringing in your ears getting less and less | Is the ringing in your ears stopping | Is there something that stops the ringing in your ears	I don't have any ringing in my ears
Can you tell me when your ears started ringing | Do you know when your first heard ringing in your ears | Do you remember when the ringing from your ears first started | When did the ringing in your ears first start | When did you first start to notice the ringing from your ears	I don't have any ringing in my ears
Does the ringing in your ears come and go | Does the ringing in your ears remain constant | How would you describe the pattern of your ear ringing | Is the ear ringing constant or intermittent | Is there a pattern to the riniging in your ears	I don't have any ringing in my ears
Are you able to sleep at night with the ringing in your ears | Do you have difficulty sleeping because of the ringing in your ears | Does the ear ringing interfere with your sleep | Does the ringing in your ears effect your sleep at night | How do you sleep at night with the ringing of your ears	I don't have any ringing in my ears
Did you do anything to fix the ear ringing | Did you go through any treatment for the ringing in your ears | Have you ever treated the ringing in your ears | Have you had any procedures done to stop the ringing of your ears | Have you had any treatment for the ringing in your ears	I don't have any ringing in my ears
Can you tell me if the ringing in your ear changes in volume | Do you find that the ringing in your ears increase or decrease in volume | Does the ear ringing get any louder in volume | Does the ear ringing get any softer in volume | Does the ringing in your ears fluctuate in volume	I don't have any ringing in my ears
Can you tell me if there is something that worsens the ringing in your ears | Does anything make the ringing in your ears worse | Have you noticed if there is something that makes the ringing in your ears any worse | Is there a certain thing that makes the ringing in your ears louder | What makes the ringing in your ears worse	I don't have any ringing in my ears
Do you have any surgical history involving your ears | Have you had any surgery done that involves your ears | Have you undergone any procedures involving your ears | In the past, have you had any ear surgeries | To your knowledge, have you undergone any surgical procedure or treatment involving your ears	I've never had any ear surgery
Can you describe the color of your ear wax | Can you tell me what color your bees wax is | Does your ear wax have a certain color | What color is your ear wax | Your ear wax, what color is it	I think they're yellow
After you exercise, do you eat | Did you eat or drink anything after you ran | Do you eat after exercising | Do you ever eat right after you exercise | Do you usually eat after your exercise | How long do you wait to eat after you exercise | Is it normal for you to exercise and then eat	I haven't eaten anything since my run
Can you tell me if you eat before you work out | Did you eat or drink anything before you ran | Did you eat or drink anything before you wen on a run | Did you have anything to eat or drink before you went on a run today | Do you eat a meal before you exercise | Do you eat any food before you engage in physical activity | Do you eat before exercising | Is it normal for you to eat food before you exercise	I ate at Torchy's tacos for lunch before my run
Can you tell me if you eat breakfast in the morning | Do you eat breakfast | Do you normally eat breakfast | How often do you eat breakfast | What foods do you eat for your breakfast	I just had a piece of toast with some soda
Di you just get brunch | Did you have brunch recently | Do you eat brunch | Have you eaten brunch already | Have you had brunch today	I didn't have brunch. I did have breakfast and lunch though
Did you eat dinner | Do you eat dinner | What did you eat for dinner | What do you like to eat for dinner | What is the contents of your dinner usually	Yes I eat dinner
Are you consuming foods when you go workout | Are you eating during your exercises | Are you getting enough foods during your exercises | Do you eat some snacks during your workouts | Do you eat while exercising	I didn't eat anything during my run
Can you tell me when you last ate | Can you tell me when your last meal was | How long ago did you last eat | How long ago was your most recent meal | When was the last time you ate | When was your last meal	My last meal was during lunch at Torchy's tacos
Do you eat lunch | Do you eat lunch on a regular basis | Do you have any food for lunch | Do you normally have lunch | What did you eat for lunch | What foods do you have for lunch	I went to go get tacos. I had 2 tacos from Torchy's.
Did you eat or drink today | Did you eat today | Did you recently eat | Do you eat recently | Have you eaten recently | Have you eaten today | Have you eaten well | What did you most recently eat | When was your most recent meal	I had lunch at around noon and I ate light knowing that I was going to go for a run. I ate at Torchy's Tacos and I haven't eaten anything since
What did you eat | What did you eat today | What did you last eat | What have you eaten today | What was the last thing you ate | What's the last thing you consumed	I ate at Torchy's tacos for lunch before my run
Any problems with eczema | Do you have a history of eczema | Do you have any flares of eczema | Do you have eczema | Have you had eczema	I've never had eczema
Do you have an emergency contact | Is there any one we can call for emergencies | What's your emergency contact | Who is your emergency contact | Who should we call in case of an emergency	My emergency contact is my husband
Any emotional disorders | Do you find it hard to control how you fell sometimes | Do you have any emotional problems | Do you have trouble controlling your emotions | Do you suffer from any emotional issues	I've been fine emotionally. Everything seems normal
Aww we'll get you fixed up right away | Don't worry. We'll figure out what's wrong in no time | Hey champ, you're going to be doing fine | I'm so sorry to hear that | I'm sorry about that | It'll all be ok soon | That must be really bad	Thank you doctor
Are there times when you feel as if you just can't sit still | Do you feel as if you have to constantly keep moving | Do you feel like you cannot sit still | Do you feel restless | Have you ever felt restless	I normally feel fine. But I feel really tired right now
Do you have any problems getting an erection | Do you have erectile dysfunction | Do you have problems with getting an erection | Do you have trouble getting it up | Is there anything wrong with your ability to perform sexually	I'm a woman. I can't have that problem
Are you legs diagnosised with erythema | Do you have erythema | Do you notice any inflamation in one leg | Have you noticed if one of your legs is unusually more inflamed than the other | Is one of your legs larger that the other	My legs haven't been inflamed recently
Are you physically active | Do you engage in any physical activity | Do you engage in exercises | Do you exercise | Do you have an exercise regimen | Have you tried exercising | What do you do when you exercise | OK, uh, yeah and um alright, and then briefly, could you tell me a little bit about your like exercise | OK, and do you exercise regularly? | OK and how about exercise	I always go on runs in the morning before the sun comes up everyday. But I didn't have time in the morning today, so I went on a run in the afternoon instead
How far did you run | How far do you run for | How far do you usually run | How many miles did you run | What distance can you run for | What is the distance you run normally	I usually run about 2 miles
How often do you exericse? | Do you exercise often  | Can you tell me how often you exercise  | How many days during the week do you exercise  | Do you regularly exercise | Do you run often | How often do you run | Do you go on runs often	I run pretty much everyday
Can you tell me when you last exercised | Did you exercise at all today | Did you exercise recently | Do you remember when you last exercised | When was the last time you exercised | When was your last exercise | Whend was the last time you went exercising	The last time I went running was this afternoon
Do you exercise for a certain amount of time | How long do you exercise for | How long do you usually exercise for | How long do you workout for | How much time do you spend exercising	I run for about 20 minutes every morning.
Where do you exercise? | Is there a certain place where you exercise  | Do you exercise at home  | Can you tell me where you exercise  | Do you prefer a certain location when you exercise | Do you exercise at a gym | Where do you go on a run today | Where do you go for runs | What location do you run at | Where do you get your exercise | Where do you go exercise	I start running from my house to my neighborhood park and run laps in there
Can you tell me why you started to exercise | Do you have a reason as to why you exercise | Is there a reason why you started exercising | Was there a reason that made you start exercising | Why did you start exercising | Why do you run	I just want to take care of my health and get some exercise in
Can you tell me when your most recent exercise was | Did you exercise recently | Do you remember if you exercised recently | Have you exercised recently | Recently, have you exercised	I went running at around 3:00 pm. I normally run everyday in the morning. But today, I didn't have time so I ran in the afternoon instead
Can you tell me how long your most recent run was | During your most recent job, how long was it | How long was your last run | How long was your run | How much time was your last run	Today I ran for about an hour
Can you tell me if you felt light headed at all the last time you ran | Did you feel light-headed when you ran | When you ran to day, where you already light headed | Where you already feeling a little dizzy the last time you ran | Where you light headed the last time you ran	I started my run just fine. But as a ran for longer and longer, I felt more and more dizzy and lightheaded
Can you recall when you did your first exercise | Can you tell me when you started exercising | Do you know when you first started exercising | Do you remember how long ago was it when you first started exercising | When did you start exercising | When have you gone exercising	I started running a long time ago. I've been running for maybe more than ten years now
What was the temperature when you exercised? | Did you feel really hot when you ran | How hot was it on your run | What was the temperature when you went on your run | Was it hot when you went on your run | Did you feel hot when you were running | Was it hot outside while you were running	It was kind of hot, maybe 80 to 85 degrees
What time did you exercise? | At what time was your exercise  | Do you remember what time you exercised  | Can you tell me the time at which you started to exercise  | Do you remember at what time of the day you started to exercise | When did you go on your run	I went running at around 3:00 pm. I normally run everyday in the morning. But today, I didn't have time so I ran in the afternoon instead
Do you enjoy a certain kind of exercise | Do you prefer a specific type of exercise | Is there a certain kind of exercise that you do | What type of exercise do you do | Which exercises do you like to do	I run for about 20 minutes in the morning
What was the weather like when you exercised? | Was it hot when you exercised? | Was the weather cold when you exercised? | How was the weather when you exercise? | Do you feel hot or cold when you exercise outside? | How was the weather during your run	The weather was quite nice other than that it was kind of hot. The sun was beating down on me during my run
Are you able to lift anything or exert yourself | Can you exert yourself ok | Can you lift heavy objects | Does it hurt to exert any force | Does it hurt to lift weights | Have you had any problems lifting weights	It's difficult to exert myself
Are you able to blink your eyes | Can you blink your eyes | Do you have any problems blinking your eyes | Do you have trouble blinking your eyes | Is there any issues with blinking your eyes	I can blink my eyes
Can you recall if you've recently been exposed to any chemicals | Do you know if you have been in contact with any chemicals recently | Do you remember if you have ever been exposed to chemicals | Have you been exposed to any chemicals | Have you recently been exposed to chemicals	I've gotten thing in my eyes before, but not any sort of harmful chemicals
Do think your eyes look cloudy | Do you notice your eyes being cloudy or having blurred vision | Have you noticed if your eyes are cloudy looking | Is your vision blurry | Is your vision cloudy	There's nothing wrong with my vision
Do contact lens help you see | Do you need contact lenses in order to see clearly | Do you regularly wear contact lens | Do you wear contact lens | Is it normal for you to wear contact lens	No I don't wear any contacts
Are your contact lenses comfortable | Do you feel comfortable when you wear your contact lens | Do you find that your contact lenses are comfortable | Does your contact lens cause you any discomfort | How comfortable are your contact lenses	I don't wear contacts
Can you tell me how long you've had your current pair of contact lenses | Do you remember when you first got your current contact lenses | How long ago did you get your these contact lenses | How old is your present pair of contact lenses | When did you get your contact lenses	I don't wear contacts
Can you tell me the type of contact lenses that you use | Do you know what type of contact lenses you wear | Do you remember the type of contact lenses that you wear | What kind of contact lenses do you wear | What type of contact lenses are they	I don't wear any contacts
Do you have a history of cataracts | Have you been diagnosed with cataracts | Have you had a problem with cataracts before | Have you had an issue with cataracts | Were you diagnosed with cataracts	I've never been diagnosed with cataracts
Can you tell me if you've ever noticed anything coming from your eyes | Do you remember if you've ever had any discharge coming from your eyes | Has there been any discharge from your eyes | Have you had any eye discharge | Have you noticed any discharge from your eyes	Not really. I just get the occasional eye booger
Can you tell me if you've ever noticed if one of your eyes droops | Do you remember if one or both of your eyes have ever drooped | Does one of your eyes droop | Have you noticed if one of your eyes droops | Recently, has one or both of your eyes drooped	I haven't noticed anything like that
Are you experiencing any eye dryness | Are your eyes dry | Can you tell me if your eyes feel dry right now | Do you feel as if your eyes are dry | Do your eyes feel dry | Do your eyes get dry	No I don't have dry eyes
Do you do anything to stop the dryness in your eyes | Does anything relieve the dryness in your eyes | Have you done anything to relieve yourself of your dry eyes | Is there anything you do to relieve your eyes of the dryness | What do you do to relieve your eye dryness	I don't have dry eyes
Can you tell me when you first noticed your eyes getting dry | Do you rememeber when your eyes started to feel get dry | How long ago did your eyes first start getting dry | When did the dryness in your eyes start | When did the eye dryness first begin	I don't have dry eyes
Can you tell me if anything makes your eyes drier | Does anything make the dryness in your eyes worse | Have you done anything that makes your dry eyes worse | Is there something that makes your dry eyes worse | What worsens the dryness in your eyes	I don't have dry eyes
Can you tell me if your use eye drops for your eyes | Do you use eye drops | Do you utilize eye drops | How often do you use eye drops | When do you use eye drops	I don't really use eye drops unless it's really irritated
Can you tell me if you or a family member has ever had cataracts | Do you have family history of cataracts | Do you recall if you have a family history of cataracts | Do you remember if you've had anyone in your family with cataracts | Has a family member of yours been diagnosed with cataracts	My grandpa did have to get cataract surgery
Do you experience halos around lights | Do you have blind spots in the central vision | Do you have family history of glaucoma | Do you have increased pressure in your eyes | Do you have patchy blind sports on your sides or peripheral vision | Do you have tunnel vision | Does your family have a history of glaucoma | Is there anyone in your family that has been diagnosed with glaucoma	No my family has never had glaucoma
Do you have family history of macular degeneration | Do you or a family member experience blurry or blind spots in your vision | Do you or a family member experience difficulty adapting to low light levels | Have you or a family member experienced blurriness of printed words | Have you or a fmaily member experience difficulty in recognizing faces	I don't think my family has any macular degeneration
Do any family members have a retinal disease | Do any of your family members have any problems with the eyes | Do any of your family members have eye problems | Do you have family history of retinal disease | Does anyone in your family have a retinal disease | Have any of your family members have retinal diseases | Have you or a family had a retinal disease	My family has never had retinal disease
Do you need to wear eye glasses to see clearly | Do you regularly wear eyeglasses | Do you wear eyeglasses | Do you wear glasses | Is it normal for you to wear glasses | On a regular basis, do you wear eye glasses	No I don't wear any glasses
Can you tell me how long you've had your current pair of eye glasses | Do you know how long it's been since you first gotten the eye glasses you have now | How long has it been since you've first gotten your current eye glasses | How old is your present pair of eye glasses | When did you get your current eye glasses	I don't wear glasses
Can you tell me if you've had any significant injury to your eyes | Do you remember if you've ever injured your eyes | Have you ever injuried your eyes | Have you ever suffered from an injury to your eyes | Have you had any injury to your eyes	I've never had an eye injury
Are your eyes itchy | Can you tell me if your have any sensation of itchiness in your eyes | Do you feel as if you want to itch your eyes | Do you feel as if your eyes are itchy | Is one or both of your eyes itchy	My eyes aren't itchy right now
Do you put anything in your eyes to stop the itchiness | Does anything relieve the itchiness in your eyes | Have you done anything to stop the itching in your eyes | Have you done anything to your eyes to stop them from itching | Is there anything that relieves your itchy eyes	My eyes aren't itchy right now
Can you tell me when your itchy eyes first started | Do you remember when your eyes started to itchy | Is there a certain time you first noticed your eyes itching | To your knowledge, when did your eyes first started to itch | When did your eyes start feeling itchy	My eyes aren't itchy right now
Can you tell me if there is something that worsens the itchiness in your eyes | Does anything make the itchiness in your eyes worse | Have you noticed if something makes the itchiness worse in your eyes | Is there something that makes your eyes even itchier | What worsens the itchiness in your eyes	My eyes aren't itchy right now
Can you tell me if you've noticed if one eye drifts towards one side | Do you find yourself frequently squinting | Do you have a lazy eye | Do you notice that your eyes appear to not work or move together | Have you noticed if one of your eyes drifts inwards or outwards	I don't have lazy eye
Are there any medications that you take for your eyes | Do you currently take any medication for your eyes | Do you take any eye medication | What eye medications do you take | What medications do you take for your eyes	I don't take any medication for my eyes
Can you tell me if you follow a regimen for taking this medication | Do you regularly take these medications | Do you take these medications often | How often do you take this medication | On what basis do you take this medication	I don't take any medication for my eyes
Do you think that your job can cause you to have an eye injury | Does your job increase your risk for any injuries to your eyes | Does your job put you in an environment that increases risk for eye injury | Does your occupation put you at risk for eye injuries | Why do you think that your job puts you at risk for injury to your eyes	I don't think my teaching job puts my eyes at risk
Can you tell me if you feel any pain in your eyes | Do you feel pain in one or both eyes | Do you feel pain in your eye | Do you have any pain in your eyes | Is your eye painful	My eyes don't hurt
Can you describe the pain in your eyes | Can you tell me how the pain in your eyes feels like | Can you tell me in detail how you would describe your eye pain | Describe how the pain in your eyes feels | How would you describe how your eye pain feels like	My eyes don't hurt
Can you recall how long the pain in your eyes last for | Can you tell me how long your eye pain lasts | Does your eye pain last for a long time | Does your eye pain last for a short time | How long does the pain in your eyes last	My eyes don't hurt
Can you tell me when your eye pain first started | Do you know when the pain in your eyes first started | Do you remember when you first felt pain in your eyes | How long ago did the pain in your eyes first start | When did the pain in your eyes start	My eyes don't hurt
Can you feel the pain in your eyes radiate to anywhere on your body | Do you feel as if the pain in your eyes goes to any other part of your body | Does the pain in your eyes radiate anywhere else | Have you felt as if the pain from your eyes radiates to another part of your body | Where else do you feel the pain from your eyes	My eyes don't hurt
Do you do anything to relieve your eye pain | Does anything relieve the pain in your eyes | Have you done anything that helps relieve the pain in your eyes | Is there anything that relieves your eye pain | Was there anything specific that relieves you of the pain in your eyes	There isn't any pain in my eyes
Can you rate your eye pain on a scale of 0 to 10 | From 0 to 10, how would you best rate the pain in your eyes | How would you rate the pain in your eyes on a scale of 9 to 10 | On a scale of 0-10 how painful is the pain in your eyes | Rate on a scale of 0 to 10 how bad your eye pain feels	My eyes don't hurt
Do you wear any protection for your eyes | Do you wear personal protective equipment | What do you wear in order to protect your eyes | When do you wear personal protective equipment for your eyes | When needed, do you utilize any personal protective equipment for your eyes	I don't wear any protection for my eyes
Are your pupils dilated | Are your pupils larger than normal | Did you get your eyes dilated | Does it look like your pupils are really large for no reason | Have you had mydriasis | Have you noticed if one or both of your pupils have become dilated | Have you noticed if the black center of your eyes are larger than normal | Is any one of your eyes dilated	I haven't noticed anything like that before
Can you tell me if you've noticed if your eyes have any redness in them | Do you have any redness in your eyes | Have you noticed any redness in your eyes | Have you noticed if your eyes are red | Is there any redness in your eyes	I very rarely get some redness in my eyes. But my eyes haven't been irritated in a long time
Do you get any redness around your eyes | Have you noticed any redness around your eyes | Is it normal for you to have redness around your eyes | Is the redness around your eyes normal for you | Is there any redness around your eyes	My eyes havn't been red recently
Do you often wear sunglasses ever time you go outside | Do you wear sunglasses when outside | How often do you wear sunglasses outside | Is it normal for you to wear sunglasses when you're outside | When you go outside, do you wear sunglasses	I pretty much always wear sunglasses outside
Can you tell me if you've ever gotten surgery to either one of your eyes | Did you get any surgeries done to either one or both of your eyes | Do you have any surgeries to on or both eyes | Have you had any surgery done to one or both eyes | Have you undergone any surgeries regarding one or both eyes	I've never had any surgies for my eyes
Can you tell me if one or both of your eyes normally swell | Does one or both of your eyes swell | Have you noticed any swelling in one or both eyes | Is there any swelling in either one of your eyes | Recently, have you had any swelling in either one or both of your eyes	I haven't had any swelling in my eyes
Do you have problems opening your eyes fully due to your eyelids | Do your eyelids feel or look swollen | Do your eyelids look bigger than normal | Have you noticed any swelling of one or both eyelids | Is it hard to see due to your eyelids	I haven't had any swelling in my eyes
Are your eyes irritated and tearing up | Are your eyes watery right now | Can you tell me if your eyes are watery | Do you have watery eyes | Have you recently noticed your eyes getting watery | Is having watery eyes normal for you	My eyes don't really get watery
